x_lsat,x_ugpa,x_fulltime,x_fam_inc,x_tier,z_white,y_zgpa
32.0,3.8,1,4.0,4,1,0.66
42.0,3.9,1,4.0,5,1,-0.37
41.0,3.8,1,3.0,4,1,1.87
33.0,3.3,1,3.0,3,1,-0.95
29.0,3.8,1,3.0,4,1,1.41
39.0,2.8,1,4.0,3,1,1.55
33.0,3.1,1,5.0,5,1,-1.2
43.0,2.7,1,3.0,4,1,-1.4
34.0,2.9,1,4.0,3,1,0.0
29.3,3.2,1,4.0,3,1,-0.98
42.0,3.0,1,1.0,4,0,-1.09
46.0,3.7,1,2.0,5,1,1.37
31.0,3.0,1,3.0,1,1,0.12
33.0,3.1,1,4.0,3,1,0.1
35.0,3.0,1,4.0,3,1,0.04
44.0,3.9,1,5.0,6,1,2.0
42.0,3.5,1,3.0,5,0,0.82
37.0,2.6,1,4.0,5,1,-0.17
35.0,3.1,1,4.0,3,1,-0.27
33.0,3.2,1,3.0,3,1,-0.78
39.0,2.5,1,3.0,4,1,-0.73
28.0,3.1,1,4.0,3,1,-0.84
36.0,3.4,1,4.0,4,1,1.15
34.0,3.0,1,3.0,3,1,-1.06
44.0,3.6,1,3.0,4,1,1.99
42.5,3.0,1,3.0,4,1,2.04
36.0,2.9,1,5.0,5,1,-0.18
36.0,2.9,1,4.0,3,1,1.96
40.0,3.7,1,3.0,4,1,0.72
33.5,3.3,2,4.0,5,1,0.17
28.0,2.9,2,2.0,2,1,-0.93
48.0,3.8,1,4.0,5,1,-1.4
30.0,2.7,1,4.0,2,1,-0.9
34.0,3.8,1,3.0,4,1,-0.87
27.3,2.5,2,2.0,3,1,-0.76
39.0,3.2,1,4.0,4,1,1.27
40.0,3.2,1,3.0,3,1,0.53
31.0,3.0,1,5.0,3,1,-0.15
38.0,3.5,1,4.0,4,1,0.63
33.0,3.4,1,2.0,5,1,-1.17
40.0,2.5,1,2.0,3,1,-1.33
42.0,3.5,1,5.0,5,1,0.59
35.0,3.8,1,3.0,3,1,1.82
46.0,3.1,1,4.0,5,1,0.1
35.0,2.4,1,4.0,2,1,1.23
37.0,3.2,1,3.0,3,1,-1.64
38.0,2.7,1,4.0,3,1,-1.81
39.0,3.1,2,2.0,4,1,-1.44
41.0,3.9,1,2.0,3,1,0.61
32.0,3.1,1,3.0,4,1,-0.5
36.0,3.1,1,5.0,3,1,0.79
38.0,3.6,1,4.0,4,1,0.88
34.0,3.7,1,4.0,4,1,-1.05
46.0,3.7,1,4.0,5,1,1.41
30.0,3.8,1,3.0,3,1,0.88
37.0,2.8,1,4.0,1,0,1.56
42.0,3.2,1,3.0,4,1,0.38
35.0,3.6,1,4.0,4,1,-0.01
37.0,2.8,1,4.0,3,1,0.27
47.0,3.0,1,5.0,5,1,-0.14
30.0,2.9,1,3.0,3,0,-1.29
44.0,3.0,1,4.0,4,1,-1.73
36.0,3.5,1,2.0,4,1,0.44
47.0,3.7,1,3.0,6,1,0.86
32.0,3.4,1,3.0,3,1,0.09
33.0,3.3,1,5.0,3,1,-1.02
23.5,3.1,1,3.0,3,0,-0.22
31.0,3.0,1,4.0,2,1,-0.1
39.0,2.8,1,2.0,3,1,1.37
47.0,3.7,1,4.0,6,1,-0.36
41.0,3.3,1,4.0,6,1,-1.11
45.0,2.6,1,3.0,4,1,-0.03
32.0,2.9,2,4.0,3,1,-1.42
39.0,3.2,2,3.0,5,1,-0.27
31.5,1.9,1,2.0,4,0,-2.33
39.0,3.9,1,4.0,4,1,1.63
42.0,3.5,1,4.0,6,1,1.68
47.0,3.5,1,4.0,5,1,0.32
26.0,2.6,1,1.0,1,0,1.59
48.0,3.4,1,4.0,6,1,0.22
30.0,3.7,1,4.0,5,1,-1.44
26.0,3.6,1,3.0,1,0,0.34
32.5,3.4,1,3.0,3,1,-0.66
33.0,3.4,2,3.0,3,1,1.48
37.0,3.1,1,2.0,4,1,-0.48
40.0,3.6,1,4.0,4,1,-0.88
37.0,2.7,1,4.0,3,1,0.48
28.0,3.9,1,2.0,1,1,1.13
38.0,3.3,1,4.0,6,1,-0.24
34.0,2.6,1,3.0,3,1,-0.69
44.0,3.6,1,4.0,5,1,0.87
38.0,3.4,1,3.0,3,1,1.54
42.0,2.2,1,4.0,3,1,1.35
33.0,2.7,1,4.0,4,1,0.83
37.0,2.8,1,3.0,5,1,-0.11
28.0,2.7,1,3.0,3,0,-0.3
30.0,2.9,2,2.0,4,0,-0.82
29.0,3.2,1,4.0,2,1,-1.01
35.0,3.0,1,4.0,2,1,-1.09
37.0,2.2,2,3.0,5,1,-0.48
35.0,3.4,1,2.0,4,1,0.95
35.0,3.0,1,4.0,4,1,-1.23
41.0,2.7,1,5.0,3,1,-0.99
45.0,3.4,2,2.0,4,1,-0.41
45.0,3.9,1,4.0,6,1,0.89
46.0,3.0,1,4.0,4,1,0.75
39.0,3.0,1,2.0,5,1,-0.21
35.0,3.0,1,4.0,5,1,-0.76
34.0,2.7,1,4.0,2,1,0.19
38.0,2.4,2,4.0,3,1,0.38
45.0,2.8,1,4.0,3,1,0.41
39.0,3.3,1,4.0,4,1,-0.38
36.0,3.6,1,4.0,5,1,0.21
38.0,2.5,1,5.0,3,1,-1.58
40.0,3.2,1,4.0,3,1,0.5
34.0,3.0,1,4.0,3,1,-0.41
39.0,3.8,1,3.0,4,1,0.75
38.0,3.5,1,3.0,3,1,0.33
39.0,3.5,1,3.0,6,1,-0.71
39.0,2.6,1,2.0,3,1,-1.5
36.5,2.1,1,3.0,2,1,-1.56
40.0,3.1,1,4.0,5,1,-0.04
47.0,4.0,1,4.0,5,1,0.22
42.0,3.0,1,3.0,4,1,-1.8
38.0,3.4,1,4.0,3,1,-1.59
26.0,2.2,1,3.0,4,1,-1.72
34.0,3.1,1,2.0,1,0,1.96
36.0,2.7,1,3.0,3,1,0.32
35.0,3.2,1,2.0,3,1,0.81
38.0,2.8,2,4.0,5,1,-0.28
42.0,3.4,1,3.0,3,1,-0.27
41.5,3.6,1,4.0,6,1,-0.75
39.0,3.6,1,5.0,6,1,-0.47
42.0,3.3,1,5.0,5,1,-0.1
40.0,4.0,1,3.0,6,1,2.04
42.0,3.4,1,5.0,5,1,-0.73
40.0,2.8,1,3.0,3,1,-0.67
37.0,2.5,1,1.0,5,0,-1.85
40.0,3.4,1,4.0,3,1,0.85
48.0,3.4,1,3.0,4,1,0.17
35.0,3.2,1,5.0,4,1,0.2
35.5,3.6,1,4.0,3,1,0.89
31.0,3.4,2,3.0,2,1,1.58
23.0,2.6,1,3.0,4,0,-1.77
39.0,2.6,1,3.0,3,1,0.07
32.0,3.4,1,2.0,3,1,0.78
37.0,3.2,1,3.0,4,1,0.97
25.0,2.9,1,4.0,3,1,-1.71
33.0,3.3,1,3.0,4,1,-0.5
32.0,3.4,1,3.0,3,1,0.78
42.0,3.9,1,3.0,4,1,0.37
41.0,2.9,1,3.0,5,1,-0.56
36.0,3.1,1,4.0,3,1,-0.1
21.0,2.8,1,3.0,3,0,-1.63
37.0,3.2,1,5.0,3,1,0.19
37.0,3.2,1,3.0,3,1,1.68
37.0,2.3,1,4.0,3,1,-1.84
37.0,3.4,1,4.0,4,1,-0.48
41.0,3.5,1,2.0,5,1,0.64
41.0,3.0,1,4.0,4,1,-0.34
46.0,3.4,1,4.0,6,1,-0.36
36.0,3.3,2,3.0,3,1,0.5
34.0,3.5,1,4.0,3,1,0.05
40.0,2.7,1,4.0,5,1,1.38
39.0,3.7,2,3.0,4,1,0.4
30.5,3.3,1,3.0,3,1,-1.62
34.0,2.6,1,4.0,3,1,0.32
33.0,3.4,1,4.0,3,1,0.55
27.0,3.6,1,3.0,3,0,-0.45
30.0,3.0,1,4.0,4,0,-1.65
42.0,3.8,1,1.0,5,1,0.72
33.0,3.7,1,3.0,6,0,-3.04
31.0,3.5,1,4.0,4,1,-0.81
39.0,2.7,1,4.0,3,1,-0.9
39.0,3.1,1,4.0,4,1,0.27
36.0,2.9,1,5.0,2,1,0.13
35.0,3.8,1,1.0,4,1,2.34
33.0,3.0,1,4.0,3,0,-0.49
32.5,3.5,1,2.0,5,0,-0.61
47.0,3.3,1,3.0,5,1,-0.54
39.0,3.4,1,2.0,3,1,-0.7
40.0,2.5,1,3.0,3,1,-0.36
39.0,3.3,1,4.0,3,1,0.84
33.0,2.6,1,3.0,3,1,-0.05
37.0,2.9,2,4.0,3,1,0.33
47.0,3.9,1,3.0,5,1,0.19
42.0,3.1,1,4.0,4,1,-1.37
46.0,3.2,1,4.0,3,1,1.57
42.0,2.7,1,4.0,4,1,-0.45
27.0,3.5,1,4.0,3,1,-1.06
35.0,3.4,1,4.0,3,1,0.66
37.0,3.2,1,4.0,3,1,0.43
35.0,2.5,1,4.0,3,1,-1.12
36.0,3.4,1,4.0,3,1,-0.33
36.0,3.0,1,4.0,3,1,-0.95
37.0,2.6,1,3.0,3,1,1.35
33.0,3.1,1,3.0,2,1,1.82
30.0,3.6,2,4.0,4,1,0.48
40.0,2.7,1,4.0,3,1,-0.2
33.0,3.5,1,4.0,4,1,0.66
42.0,2.9,1,4.0,4,1,-0.26
45.0,3.2,1,3.0,5,1,1.24
43.0,3.1,1,4.0,4,1,0.08
30.0,2.3,1,3.0,5,1,-0.88
26.0,2.5,1,3.0,4,0,-2.97
34.0,3.1,1,3.0,3,1,0.73
33.5,2.7,1,3.0,2,1,1.96
44.0,3.8,1,4.0,5,1,-0.65
25.0,3.5,1,5.0,3,1,0.81
39.0,3.5,1,4.0,4,1,0.21
40.0,3.0,1,4.0,3,1,1.16
43.0,2.5,1,4.0,4,1,0.67
30.0,3.4,1,3.0,3,1,-1.26
37.0,3.3,1,4.0,6,1,1.55
35.0,3.7,1,4.0,3,1,1.57
40.0,3.2,1,4.0,3,1,-0.29
41.0,3.8,1,4.0,4,1,1.12
28.0,3.6,1,4.0,6,0,-0.89
41.0,3.5,1,3.0,4,1,0.98
33.0,3.1,1,4.0,4,1,0.15
48.0,3.7,1,4.0,5,1,-0.13
23.0,3.9,1,3.0,2,1,-0.54
43.0,2.7,1,4.0,3,1,0.41
34.0,2.8,1,4.0,5,0,-0.87
36.5,3.2,1,4.0,4,1,0.93
43.0,3.0,1,2.0,6,0,-0.77
37.0,3.1,1,1.0,2,1,-0.6
38.0,3.4,1,4.0,3,1,0.58
29.0,3.4,1,3.0,2,1,-0.88
47.0,3.4,2,3.0,5,1,2.72
33.5,3.1,1,4.0,4,1,-0.94
42.0,3.4,1,3.0,5,1,1.45
30.0,3.6,1,4.0,3,1,1.6
35.5,3.4,1,3.0,4,1,0.14
39.0,3.3,1,4.0,3,1,0.83
43.0,3.5,1,4.0,5,1,1.16
41.0,3.6,1,4.0,3,1,1.44
46.0,3.7,1,3.0,4,1,1.43
31.5,2.4,1,4.0,3,1,-2.53
39.0,3.3,1,3.0,6,1,-1.03
35.0,3.5,1,2.0,4,1,-1.04
31.0,3.1,1,3.0,3,1,-0.12
43.0,2.6,1,4.0,4,1,0.75
38.0,3.5,2,3.0,3,1,0.81
35.0,2.2,1,3.0,2,1,-0.41
46.0,3.4,1,4.0,4,1,0.95
32.0,2.6,1,2.0,2,1,-0.39
32.0,3.3,1,1.0,5,0,-2.56
35.0,3.2,1,3.0,4,1,0.05
37.0,3.2,1,4.0,3,1,-0.23
47.0,3.4,1,4.0,6,1,1.35
42.0,2.6,1,3.0,5,1,1.02
26.0,3.6,1,3.0,2,1,0.44
41.0,2.8,1,4.0,4,1,-0.35
36.0,3.6,1,4.0,5,1,-0.89
30.0,3.5,1,5.0,3,1,-2.22
40.0,3.3,1,2.0,4,1,-0.56
34.0,2.4,1,3.0,5,1,-1.14
35.0,3.4,1,5.0,3,1,1.08
36.0,2.7,1,3.0,4,0,-1.41
37.0,2.8,1,4.0,4,1,0.28
36.0,3.6,1,4.0,5,1,0.9
32.0,2.4,1,3.0,3,1,-1.33
34.5,3.0,1,3.0,3,1,-0.63
44.0,3.4,1,5.0,5,1,-0.88
29.3,3.0,1,4.0,3,1,-0.8
42.0,3.9,1,4.0,5,1,-0.38
32.0,3.3,1,3.0,3,1,-0.79
32.0,3.6,1,5.0,3,1,0.04
35.0,3.2,1,3.0,3,1,-0.89
29.5,2.8,2,3.0,3,1,0.92
42.0,3.5,1,4.0,5,1,2.09
40.0,2.9,1,3.0,5,1,1.13
33.5,3.4,1,4.0,4,1,0.31
43.0,3.3,1,2.0,4,1,2.3
38.0,2.8,2,5.0,3,1,-1.33
40.0,2.7,1,5.0,3,1,0.63
48.0,3.8,1,4.0,6,1,0.05
32.0,2.9,2,4.0,2,1,-0.95
21.0,2.5,1,3.0,2,0,-0.67
35.0,2.9,1,5.0,6,0,-2.44
39.0,3.1,1,5.0,5,1,0.68
38.0,2.5,1,4.0,3,1,0.96
34.0,3.3,1,4.0,3,1,-0.9
39.0,3.6,1,3.0,4,1,-1.22
33.0,3.3,1,4.0,4,1,-0.49
34.0,3.5,1,2.0,5,1,-0.36
44.0,3.2,1,4.0,3,1,-0.6
35.0,2.4,1,2.0,3,1,0.23
37.0,3.6,1,3.0,6,1,0.81
38.0,3.3,1,3.0,3,1,0.06
35.0,3.3,1,4.0,4,1,-0.75
29.0,3.3,1,3.0,3,1,-1.27
38.0,3.2,1,4.0,4,1,-0.65
48.0,3.8,1,4.0,3,1,1.27
38.0,3.9,2,3.0,3,1,2.25
34.0,3.7,1,3.0,4,1,1.03
34.0,3.2,2,3.0,2,1,-0.81
39.0,3.4,1,3.0,5,1,-0.35
40.0,3.5,1,3.0,5,1,-1.05
36.0,3.8,1,3.0,4,1,2.84
39.0,3.9,1,4.0,5,1,-0.01
45.0,3.3,1,4.0,4,1,0.93
31.0,3.0,1,3.0,5,0,-1.37
36.0,3.6,1,4.0,3,1,-1.33
36.5,3.5,1,3.0,4,1,0.01
35.0,3.3,1,3.0,3,1,-1.87
40.0,2.9,1,4.0,3,1,0.7
33.0,3.2,2,3.0,5,1,-0.27
44.0,3.9,1,3.0,6,1,-1.55
42.0,2.6,2,3.0,4,1,0.25
34.0,3.2,1,4.0,4,1,-1.0
37.0,2.9,1,4.0,4,1,0.51
41.0,3.6,1,4.0,4,1,1.05
40.0,2.8,1,4.0,4,1,1.4
40.0,3.6,1,5.0,3,1,0.85
36.0,3.2,1,3.0,5,1,-0.34
36.0,2.7,1,3.0,3,1,-0.21
38.0,3.5,1,5.0,3,1,0.63
39.0,3.1,1,4.0,3,1,-0.12
45.0,2.7,1,3.0,4,1,0.52
35.0,3.1,1,4.0,4,1,-0.09
38.0,3.2,1,4.0,4,1,-0.61
42.0,3.7,1,3.0,6,1,0.67
31.0,3.9,2,1.0,2,1,-0.23
34.0,3.5,1,4.0,3,1,0.8
41.0,3.4,1,4.0,6,1,-0.12
37.0,3.5,1,4.0,3,1,1.09
37.0,3.9,1,3.0,4,1,0.28
31.0,3.3,1,3.0,2,1,0.07
36.0,3.3,1,4.0,4,1,-0.23
42.0,3.0,1,3.0,3,1,1.06
44.0,3.3,1,4.0,5,1,1.96
40.0,3.6,1,4.0,5,1,0.41
35.0,3.5,1,4.0,4,1,0.16
42.0,3.3,1,3.0,4,1,0.62
34.0,2.5,1,3.0,1,1,0.77
39.0,3.6,1,5.0,4,1,-0.49
36.0,4.0,1,4.0,4,1,1.1
29.0,2.6,1,3.0,3,1,0.36
37.0,2.9,1,4.0,2,1,-0.93
36.0,3.2,1,2.0,3,1,1.09
42.0,3.3,1,5.0,5,1,1.14
32.0,3.4,1,1.0,2,1,1.9
25.0,2.4,1,4.0,3,0,-1.52
32.5,3.3,1,4.0,3,1,-0.92
42.0,2.9,1,3.0,5,1,0.69
33.0,2.5,1,4.0,3,0,-1.13
43.0,3.8,1,4.0,6,1,-0.66
35.0,3.2,1,4.0,3,1,-2.04
35.0,3.4,1,3.0,3,1,0.24
39.0,3.3,1,4.0,3,1,0.39
39.0,4.0,1,4.0,6,1,0.31
35.0,2.9,1,3.0,2,1,-1.45
38.0,3.5,1,4.0,4,1,-0.5
33.0,3.5,1,3.0,4,1,0.19
46.0,3.7,1,4.0,6,1,0.1
47.0,3.6,1,2.0,6,1,0.68
34.0,2.5,1,5.0,2,1,-0.91
44.0,3.4,1,4.0,5,1,-0.67
40.0,3.0,1,5.0,3,1,1.51
22.3,2.4,1,2.0,1,0,0.18
41.0,3.7,1,4.0,4,1,0.62
37.0,3.0,1,4.0,3,1,-0.52
35.0,3.2,1,4.0,3,1,1.28
39.0,4.0,1,2.0,4,1,0.21
37.0,3.4,2,3.0,4,1,-0.43
33.0,3.7,1,3.0,5,1,0.18
34.0,3.2,1,5.0,5,1,0.42
31.0,3.2,1,3.0,4,1,-0.87
25.0,2.7,2,1.0,3,0,-1.3
26.0,2.6,1,4.0,1,0,0.15
39.0,3.1,1,3.0,3,1,-0.81
27.0,2.8,1,3.0,1,0,-1.86
33.0,3.0,1,3.0,3,1,-0.59
38.0,3.7,1,2.0,3,1,1.39
30.0,3.3,1,3.0,4,0,-1.6
41.0,3.8,1,3.0,3,1,-0.67
38.5,3.6,1,4.0,6,1,0.14
38.0,3.3,1,4.0,4,1,-0.38
38.0,2.7,1,3.0,3,1,0.46
35.0,2.9,1,5.0,3,1,1.76
38.0,3.3,1,3.0,4,1,0.18
37.0,3.6,2,3.0,5,1,0.23
41.0,3.4,1,4.0,4,1,0.0
35.5,3.2,1,2.0,3,1,-0.78
34.0,3.9,2,3.0,4,1,0.4
34.0,3.5,1,4.0,3,1,0.51
32.0,3.4,1,4.0,3,1,-1.54
37.0,3.2,1,3.0,3,1,1.16
26.0,3.1,1,1.0,2,0,-1.71
32.0,3.8,1,4.0,5,1,0.73
34.0,3.0,2,4.0,2,1,0.43
45.0,3.8,1,4.0,4,1,0.57
41.0,3.3,1,4.0,3,1,-0.42
26.0,3.0,1,5.0,4,0,-1.68
41.0,2.9,1,3.0,4,1,-1.32
40.0,3.8,1,3.0,4,1,-1.12
42.0,3.0,1,3.0,3,1,0.62
29.5,3.1,1,3.0,3,1,-1.68
41.0,3.4,1,1.0,3,1,-0.89
47.0,4.0,1,4.0,5,1,-0.14
30.5,3.1,1,3.0,3,1,0.26
45.0,3.9,1,3.0,5,1,-0.5
40.0,3.4,1,4.0,6,1,-0.12
43.0,3.4,1,5.0,3,1,-0.74
38.0,3.4,1,4.0,3,1,-0.04
38.0,3.6,1,4.0,3,1,-0.42
38.0,3.3,1,4.0,4,1,1.29
33.0,3.2,2,3.0,3,1,0.16
40.0,3.2,1,3.0,4,1,-0.48
39.0,3.1,2,2.0,5,1,0.09
46.0,2.8,1,4.0,5,1,-0.55
38.0,3.7,2,4.0,4,1,0.64
40.0,3.3,1,2.0,5,1,-1.01
40.0,3.4,1,4.0,3,1,1.19
29.0,3.6,1,4.0,3,1,-0.17
32.5,3.7,1,3.0,3,1,1.67
36.0,3.9,1,4.0,4,1,-0.03
42.0,3.2,1,3.0,4,1,0.43
38.0,3.0,1,4.0,3,1,-0.93
40.0,4.0,1,3.0,4,1,2.38
43.0,3.2,1,2.0,3,1,-0.77
38.0,3.0,1,4.0,5,1,-0.28
38.0,3.0,1,4.0,4,1,0.38
32.0,3.8,1,3.0,3,1,-0.55
30.0,2.7,1,4.0,2,1,-1.1
35.0,3.3,1,3.0,3,1,0.59
42.0,3.7,1,3.0,6,1,-0.13
39.0,3.0,1,2.0,3,1,-1.08
35.0,3.3,1,2.0,3,1,-1.17
35.0,2.9,1,3.0,3,1,-0.11
36.0,3.2,1,4.0,3,1,0.75
34.0,3.0,1,2.0,3,1,-1.1
34.0,3.5,1,4.0,4,1,-0.3
30.0,3.5,1,4.0,3,1,1.11
36.0,3.7,1,4.0,5,1,-0.64
32.0,3.2,1,4.0,5,1,0.77
38.0,3.2,1,4.0,4,1,0.91
33.0,2.7,1,4.0,1,1,1.52
29.0,3.3,1,3.0,3,1,-0.56
39.0,2.9,1,3.0,3,1,-0.76
37.0,2.8,1,4.0,4,1,0.44
40.0,3.4,1,4.0,4,1,0.23
37.0,2.9,1,3.0,3,1,-1.04
39.0,3.4,1,4.0,4,1,-1.08
40.0,3.6,1,4.0,3,1,-0.25
29.0,3.5,1,3.0,4,1,0.44
42.0,3.6,1,2.0,4,1,0.46
45.0,3.0,1,3.0,4,1,-0.1
30.5,2.7,1,4.0,2,1,0.66
40.0,2.5,2,4.0,3,1,-0.48
35.3,2.7,1,4.0,4,1,-0.21
42.0,2.7,2,3.0,3,1,0.8
36.0,3.8,1,3.0,3,1,0.83
40.0,3.4,1,4.0,3,1,-0.39
41.0,3.8,1,3.0,4,1,0.35
35.0,3.6,1,4.0,3,1,1.45
39.0,2.9,1,3.0,4,1,-0.76
48.0,3.2,1,4.0,4,1,0.75
45.0,3.4,1,4.0,4,1,1.04
32.0,3.0,1,4.0,2,1,-1.02
37.0,3.5,1,3.0,4,1,-0.52
21.0,2.9,1,3.0,3,1,-1.39
30.0,2.8,2,4.0,5,1,-0.23
26.0,2.8,1,2.0,3,0,-1.42
38.0,3.3,1,3.0,3,1,-0.36
38.0,3.4,1,3.0,4,1,-1.22
40.0,3.1,1,4.0,3,1,-0.02
31.0,2.8,1,3.0,2,1,-0.55
41.0,2.8,1,3.0,3,1,0.28
37.0,3.0,1,5.0,3,1,0.66
28.0,3.7,1,4.0,3,1,1.04
39.0,2.8,1,4.0,5,1,-0.27
39.0,3.0,1,5.0,4,1,0.74
35.5,3.3,1,1.0,4,1,-0.67
33.5,3.6,1,3.0,4,1,0.63
24.0,3.3,2,3.0,4,0,-0.19
33.0,3.2,1,3.0,3,1,-0.14
38.0,3.2,2,4.0,3,1,0.01
32.0,2.6,1,4.0,3,1,0.04
23.0,3.2,1,3.0,3,0,-0.54
39.0,2.4,1,2.0,4,0,-0.7
40.0,3.2,1,4.0,3,1,-0.26
48.0,3.7,1,4.0,5,1,0.98
31.0,3.5,2,2.0,2,1,-0.21
31.0,3.0,1,3.0,3,1,0.35
38.0,3.3,1,4.0,4,1,-0.06
34.0,2.9,1,3.0,2,1,1.31
37.0,3.8,1,4.0,4,1,0.85
37.0,3.1,1,4.0,3,1,-1.65
33.5,2.8,1,4.0,6,1,-0.82
39.0,3.3,1,3.0,5,1,-0.56
44.0,2.8,1,5.0,3,1,0.13
35.5,3.6,1,3.0,4,1,-0.69
31.0,3.2,1,4.0,3,1,1.13
28.0,3.1,2,3.0,2,1,0.94
46.0,3.9,1,4.0,5,1,1.6
36.0,3.7,2,2.0,4,1,-1.43
30.0,2.4,1,3.0,3,0,-0.66
36.0,2.2,1,4.0,1,0,-0.79
38.0,3.2,1,3.0,3,1,-0.8
44.0,3.5,1,4.0,5,1,1.73
39.0,3.3,1,4.0,3,1,0.47
27.0,4.0,1,2.0,4,1,-0.86
44.0,3.9,1,4.0,6,1,0.77
35.0,3.2,1,4.0,3,1,1.15
47.0,3.6,1,4.0,5,1,-0.25
40.0,3.3,2,3.0,3,1,-0.95
35.5,3.1,1,4.0,3,1,0.35
30.5,3.5,1,4.0,3,1,-2.17
31.0,2.9,1,3.0,2,1,0.84
35.5,3.4,1,2.0,5,1,-1.37
42.0,3.2,1,3.0,4,1,-0.99
35.0,3.1,1,4.0,4,1,-0.39
37.0,3.7,1,4.0,5,1,1.71
32.0,2.5,1,4.0,3,1,-0.64
41.0,3.4,1,3.0,4,1,1.84
34.0,3.1,1,4.0,3,1,0.39
35.0,3.2,1,4.0,3,1,-1.33
38.0,3.4,1,3.0,3,1,-0.09
41.0,2.8,1,3.0,3,1,0.01
32.0,3.1,1,4.0,3,1,-1.47
41.0,3.5,1,3.0,4,1,0.82
30.5,3.5,1,3.0,4,1,0.24
36.0,3.0,2,4.0,2,1,1.02
34.0,3.5,1,1.0,5,0,-0.57
43.0,2.8,1,3.0,3,1,0.59
29.0,3.2,1,4.0,5,0,-1.75
33.0,3.1,1,5.0,2,1,0.52
29.0,3.2,1,4.0,2,1,-1.31
38.0,3.9,2,4.0,4,1,2.25
33.0,3.2,1,3.0,3,1,0.3
41.0,3.7,1,4.0,4,1,-1.89
36.0,3.2,1,2.0,3,1,0.17
41.0,3.4,1,3.0,4,1,-0.21
45.0,3.1,1,3.0,4,1,0.5
40.0,3.3,1,4.0,3,1,-0.56
40.0,3.2,1,4.0,4,1,1.01
37.0,3.7,1,3.0,5,1,0.97
41.0,3.4,1,2.0,5,1,-0.08
41.0,3.6,2,3.0,3,1,-0.29
39.0,3.3,1,4.0,4,1,-0.24
41.0,4.0,1,3.0,5,1,0.77
37.0,3.3,2,3.0,5,1,1.77
34.0,3.2,1,4.0,3,1,-0.34
35.0,2.5,2,3.0,3,1,-0.52
39.0,3.3,1,4.0,4,1,0.64
27.0,3.1,1,3.0,2,1,-0.27
40.0,3.3,1,4.0,5,1,-0.6
36.0,2.4,1,4.0,4,1,2.14
37.0,4.0,1,3.0,4,1,-0.49
37.0,3.1,1,5.0,3,1,-1.21
40.0,3.4,1,3.0,5,1,-0.57
33.0,3.2,1,4.0,3,1,0.62
35.0,3.6,1,4.0,4,1,-0.05
40.0,3.5,1,4.0,3,1,1.31
42.0,3.1,1,3.0,5,1,0.46
34.0,3.3,1,4.0,3,1,1.15
44.0,3.6,1,4.0,6,1,1.15
38.0,3.0,1,4.0,3,1,0.51
33.0,2.6,1,3.0,2,1,-0.98
42.0,3.4,1,4.0,4,1,0.37
30.0,3.1,1,4.0,4,1,-0.37
30.0,3.5,1,3.0,4,0,-0.95
34.5,3.3,1,3.0,4,1,-0.63
34.0,3.6,1,4.0,3,1,0.47
38.0,3.3,1,4.0,4,1,-1.71
38.0,3.3,1,3.0,4,1,-1.68
35.0,3.2,1,3.0,3,1,0.31
36.0,3.2,1,5.0,3,1,1.33
34.0,2.8,1,4.0,4,1,-0.07
31.0,2.6,2,5.0,3,1,-0.36
48.0,3.4,1,4.0,4,1,0.86
26.0,3.1,2,4.0,5,1,0.31
37.0,2.7,1,3.0,4,1,-0.34
36.5,3.0,1,4.0,4,1,-1.5
43.0,2.9,1,5.0,4,1,1.61
42.0,3.8,1,3.0,6,1,-0.51
34.0,3.0,1,4.0,3,1,-1.93
37.0,3.3,1,4.0,5,1,0.48
44.0,3.7,1,4.0,6,1,-0.02
46.0,2.8,1,4.0,3,1,0.18
42.0,3.7,1,4.0,6,1,-0.28
42.0,3.6,1,4.0,6,1,-1.8
37.0,2.7,1,5.0,3,1,1.8
29.3,2.5,2,5.0,3,1,-0.11
41.0,3.0,2,3.0,3,1,0.49
34.0,3.1,1,3.0,3,1,-0.05
28.0,2.7,1,3.0,4,0,-0.08
45.0,3.4,1,3.0,3,1,-0.28
35.0,2.9,1,3.0,3,1,-0.57
33.0,3.7,1,4.0,4,1,1.63
44.0,4.0,1,3.0,5,1,2.09
38.0,3.5,1,4.0,3,1,-0.3
41.0,3.4,1,3.0,4,1,-0.3
44.0,3.0,1,4.0,3,1,0.81
36.0,2.7,1,3.0,3,0,-0.28
40.0,2.8,1,4.0,3,1,0.84
33.0,2.9,1,4.0,4,1,-0.77
39.0,3.2,1,2.0,4,1,0.66
39.0,2.5,1,3.0,3,1,1.62
45.0,3.8,1,3.0,5,1,1.24
37.0,3.2,1,4.0,5,1,0.64
40.0,3.9,1,3.0,4,1,-0.37
44.0,3.1,1,4.0,4,1,-0.44
39.0,2.5,1,4.0,3,1,1.61
22.7,2.2,2,4.0,3,1,-0.3
30.0,3.2,1,4.0,3,1,0.23
40.0,3.5,1,3.0,3,1,1.57
38.0,3.8,2,3.0,4,1,0.6
36.0,3.1,1,4.0,5,1,0.37
39.0,4.0,1,3.0,4,1,0.75
40.0,2.9,2,4.0,4,1,0.34
35.0,3.3,1,3.0,3,1,-0.3
32.5,3.2,1,5.0,3,1,-0.6
48.0,3.2,1,4.0,5,1,-0.42
33.0,3.0,1,4.0,2,1,-0.65
29.0,3.9,1,4.0,3,1,-0.69
